fl,fw,mt,pl,pw,sh,sl,sw,freq,s11,gain
49,50,4,142,180,82,240,300,0.8452,-20.53424492,9.628129511
49,50,4,142,180,83,240,300,0.8461,-19.94310532,9.661037058
49,50,4,142,180,84,240,300,0.8452,-19.54462729,9.677124245
49,50,4,142,180,85,240,300,0.8452,-18.6013176,9.73625378
49,50,4,142,180,86,240,300,0.8461,-17.79799148,9.825594422
49,50,4,142,181,80,240,300,0.838,-26.35599403,9.094049061
49,50,4,142,181,81,240,300,0.8434,-22.4483345,9.413085661
49,50,4,142,181,82,240,300,0.8497,-18.59144109,9.662947335
49,50,4,142,181,83,240,300,0.8461,-19.39538246,9.620718689
49,50,4,142,181,84,240,300,0.8461,-18.75877344,9.720085144
49,50,4,142,181,85,240,300,0.8443,-18.54689359,9.684713037
49,50,4,142,181,86,240,300,0.8452,-18.1050364,9.793765553
49,50,4,142,182,80,240,300,0.838,-26.38945482,9.065237236
49,50,4,142,182,81,240,300,0.8425,-22.16594748,9.430759571
49,50,4,142,182,82,240,300,0.8497,-18.51937198,9.631292336
49,50,4,142,182,83,240,300,0.8461,-19.19077122,9.648630245
49,50,4,142,182,84,240,300,0.8461,-18.57482616,9.713430224
49,50,4,142,182,85,240,300,0.8452,-18.66122346,9.692006535
49,50,4,142,182,86,240,300,0.847,-16.96948061,9.76029597
49,50,4,142,183,80,240,300,0.838,-26.3243247,9.121586392
49,50,4,142,183,81,240,300,0.847,-20.27133255,9.45638433
49,50,4,142,183,82,240,300,0.8443,-20.28036246,9.576149974
49,50,4,142,183,83,240,300,0.8452,-19.00941815,9.6094673
49,50,4,142,183,84,240,300,0.8461,-18.6809587,9.741929953
49,50,4,142,183,85,240,300,0.8443,-18.3271199,9.696162489
49,50,4,142,183,86,240,300,0.8425,-18.40996088,9.701152098
49,50,4,142,184,80,240,300,0.838,-26.19796351,9.048703579
49,50,4,142,184,81,240,300,0.8434,-22.13569495,9.403047404
49,50,4,142,184,82,240,300,0.8488,-18.65382005,9.595922634
49,50,4,142,184,83,240,300,0.8452,-19.35072711,9.613702603
49,50,4,142,184,84,240,300,0.8452,-18.66608537,9.664062137
49,50,4,142,184,85,240,300,0.8434,-18.80175073,9.623074115
49,50,4,142,184,86,240,300,0.8434,-18.12091041,9.707700969
49,50,4,142,185,80,240,300,0.8371,-26.37582756,9.086664539
49,50,4,142,185,81,240,300,0.8425,-22.24404619,9.361149634
49,50,4,142,185,82,240,300,0.8443,-20.40378188,9.552005035
49,50,4,142,185,83,240,300,0.8443,-19.51558664,9.606634417
49,50,4,142,185,84,240,300,0.8443,-18.71822405,9.677199199
49,50,4,142,185,85,240,300,0.8443,-17.99957091,9.739724255
49,50,4,142,185,86,240,300,0.8434,-17.81532776,9.71741779
49,50,4,142,186,80,240,300,0.8371,-25.73556924,9.094396061
49,50,4,142,186,81,240,300,0.8425,-21.49572823,9.367756951
49,50,4,142,186,82,240,300,0.8443,-20.43687634,9.565874056
49,50,4,142,186,83,240,300,0.8443,-19.39031132,9.5887483
49,50,4,142,186,84,240,300,0.8452,-18.24767486,9.723961849
49,50,4,142,186,85,240,300,0.8443,-18.05479512,9.743367853
49,50,4,142,186,86,240,300,0.8416,-18.20910402,9.709532503
